2005-08-15	411019
2005-08-19	31825002
2005-08-20	17106654
2005-12-09	121216615
2005-12-22	79153335
2006-01-13	2145535
2006-01-24	16568548
2006-02-08	9310291
2006-02-24	251420
2006-04-05	468980
2006-04-17	12322682
2006-05-08	4798114
2006-06-20	12752192
2006-07-03	1337836
2006-10-28	2042847
2006-11-30	970809034
2007-02-14	289622212
2007-03-27	804851204
2007-03-28	36872391
2007-04-22	47315304
2007-05-03	85367
2007-07-04	30007406
2007-07-19	37484
2007-08-25	5740058558
2007-09-10	24377
2007-10-15	21481
2007-10-22	38152
2007-11-09	184645
2007-11-28	287096
2008-02-08	9115571622
2008-02-29	85787333
2008-03-05	30308688
2008-03-18	99790
2008-04-23	19508976922
2008-05-13	370875655
2008-05-17	24321371336
2008-05-19	7508
2008-05-20	6518302973
2008-06-18	979532671
2008-06-29	35958962
2008-06-30	41905795734
2008-07-16	55748153
2008-07-29	32809869
2008-08-07	442970
2008-08-20	553506
2008-09-22	698663223
2008-10-29	2387392056
2008-12-01	10855
2008-12-02	4307504
2008-12-09	634573
2009-03-12	157583
2009-03-26	89070
2009-04-01	64040888
2009-04-29	52031
2009-05-14	35471264844
2009-05-19	3507447
2009-05-30	1680272
2009-05-31	157738431918
2009-06-16	1424789434
2009-07-06	3599071222
2009-07-08	341504763
2009-07-27	6164347039
2009-08-07	572361
2009-08-23	41378872
2009-12-01	70364960450
2009-12-11	605980991
2009-12-18	32440182
2010-01-03	16971830
2010-01-04	185713567
2010-01-06	3602951394
2010-01-07	147068953
2010-01-11	37353
2010-01-12	60746
2010-01-25	17296403213
2010-01-26	341256035
2010-01-27	94781506
2010-02-12	308282103
2010-02-19	844867
2010-03-22	9720393
2010-04-28	16786605046
2010-04-29	2893418585
2010-05-06	45523886
2010-05-16	1088927962
2010-05-18	106740077
2010-05-25	10608633
2010-06-02	1682934
2010-06-03	231502943
2010-06-07	881169408
2010-06-29	6761582
2010-06-30	260421
2010-07-08	73301958
2010-07-12	350865
2010-07-19	3482825
2010-07-29	29125375
2010-08-02	118241927
2010-08-08	6293947
2010-08-10	1718375
2010-08-14	532732488
2010-09-01	14318670
2010-09-13	34148209
2010-10-03	233641
2010-10-18	18797355482
2010-10-20	185981879
2010-11-10	474988650
2010-11-23	1333345
2010-12-03	2587917898
2010-12-10	166635704
2010-12-13	53801202865
2010-12-14	77461991
2010-12-17	6454512280
2010-12-23	9143758107
2010-12-31	430134
2011-01-11	1189037652
2011-01-12	13783
2011-01-23	11668135616
2011-01-26	5861086
2011-01-28	15593452
2011-02-01	212460253
2011-02-15	150038340
2011-02-21	51565623
2011-03-01	566173464
2011-03-03	15711309791
2011-03-18	4382832698
2011-03-28	2397387780
2011-03-30	1642817018
2011-04-14	30235898517
2011-05-02	5293415027
2011-05-04	33502794368
2011-06-22	10662404810
2011-07-11	155381798
2011-07-12	1213032674
2011-07-31	47183034692
2011-08-07	3137044340
2011-08-10	929433808
2011-08-14	69887209339
2011-08-29	459590
2011-08-30	12911405811
2011-08-31	689759808
2011-09-01	11581732407
2011-09-02	31077358
2011-09-04	3351222533
2011-09-25	13428688959
2011-09-27	1267951127
2011-10-09	1054005355
2011-10-10	33387265
2011-10-11	57248444
2011-10-13	139485879
2011-10-18	2977572486
2011-11-07	8688294
2011-11-08	11941240766
2011-11-11	135098749
2011-11-15	308995
2011-11-18	1430987034
2011-12-05	180264012
2011-12-06	3411274045
2011-12-12	9127265040
2012-01-01	2702241637
2012-01-05	81466010
2012-01-11	82984328
2012-01-16	704738640
2012-01-17	3178325675
2012-01-19	136754112
2012-01-24	226266963
2012-01-27	335525226
2012-01-31	60627881990
2012-02-01	4814243
2012-02-08	472553948
2012-02-09	3217730721
2012-02-15	680731991
2012-02-28	1681473974
2012-03-04	9619546182
2012-03-05	733358765
2012-03-07	514278049
2012-03-15	19907695695
2012-03-23	168852895
2012-03-28	269166590
2012-03-29	22046805
2012-04-01	5208548400
2012-04-03	2002881260
2012-04-17	2458013572
2012-04-18	1151213477
2012-04-30	159377
2012-05-01	7813363627
2012-05-13	43823052
2012-05-16	2474688395
2012-05-22	4353345
2012-05-26	700349947
2012-05-31	5603240
2012-06-09	48423438
2012-06-10	33884046
2012-06-19	539956214
2012-06-24	356420644
2012-06-28	67080158038
2012-06-30	324734283
2012-07-03	38222684
2012-07-15	3822401259
2012-07-19	5291878653
2012-07-22	4072067242
2012-07-25	215402521316
2012-08-06	21390282359
2012-08-07	2020922354
2012-08-12	4736444068
2012-08-14	323636918
2012-08-21	386880844811
2012-08-29	639257227
2012-08-30	481393424
2012-08-31	49364092319
2012-09-13	4057775209
2012-09-23	1657606300
2012-09-25	39876652
2012-10-02	1467311176
2012-10-08	123867882072
2012-10-09	77100922
2012-10-16	8420979987
2012-10-30	25980825444
2012-10-31	226548780
2012-11-01	5585592141
2012-11-02	9948319416
2012-11-27	87255105
2012-12-05	661495085
2012-12-06	14320977544
2012-12-10	22857215105
2012-12-11	3708996218
2012-12-12	2720217107
2012-12-13	97195674277
2012-12-14	8155133659
2012-12-18	10646464380
2012-12-19	16141188149
2013-01-03	170379154
2013-01-08	52979196605
2013-01-10	7318833319
2013-01-11	279417413327
2013-01-17	45842133637
2013-01-18	866671986
2013-01-23	8359655805
2013-01-24	9818199385
2013-02-01	257598722005
2013-02-03	187189947
2013-02-05	3069213767
2013-02-07	205443774243
2013-02-13	1436762045
2013-02-18	39359285837
2013-02-19	18081636112
2013-02-20	2162805546
2013-02-22	34904039262
2013-02-25	25429414343
2013-02-26	187816454369
2013-02-27	90353
2013-02-28	10569829240
2013-03-04	4083363596
2013-03-05	48897406
2013-03-06	61695469337
2013-03-13	494813765262
2013-03-14	111835394609
2013-03-25	22518837815
2013-04-07	10640673473
2013-04-08	70915645855
2013-04-17	9385035689
2013-04-23	16850134894
2013-04-25	41242300303
2013-04-28	88893888425
2013-04-30	21888622728
2013-05-01	88391932843
2013-05-04	69368790575
2013-05-08	24848066472
2013-05-13	260029599
2013-05-21	48397610844
2013-05-27	53713636900
2013-05-29	21272448269
2013-06-02	54308745816
2013-06-05	48602553222
2013-06-10	210820866
2013-06-13	90686098219
2013-06-16	30764447640
2013-06-17	2550137380
2013-06-18	10631607259
2013-06-19	12715540730
2013-06-20	77230137338
2013-06-23	52729357
2013-06-24	7771518600
2013-06-26	1448094072
2013-06-27	64585224039
2013-07-01	271125336222
2013-07-02	197545973377
2013-07-03	3496886681
2013-07-07	943011659
2013-07-08	18276440910
2013-07-09	44725004289
2013-07-17	258917428275
2013-07-18	526525078
2013-07-21	9304649125
2013-07-22	418513922532
2013-07-23	163770832791
2013-07-24	2334479311
2013-07-25	109569783743
2013-07-31	46180732430
2013-08-01	180914429663
2013-08-04	1100612803
2013-08-05	12918330465
2013-08-06	40353932286
2013-08-08	151712134373
2013-08-11	4410974389
2013-08-12	181806878230
2013-08-13	4484442553
2013-08-15	21124179384
2013-08-22	30227327188
2013-08-26	5962094732
2013-08-27	61726574535
2013-09-01	7230081147
2013-09-03	415461482521
2013-09-04	194294617496
2013-09-08	12456306045
2013-09-09	434982572797
2013-09-10	12188637269
2013-09-11	125360105466
2013-09-12	44923974633
2013-09-17	39161556081
2013-09-22	1179261102
2013-09-24	119842056496
2013-09-26	1163380194586
2013-09-29	513226318
2013-09-30	154769425676
2013-10-01	36856079173
2013-10-02	707294367812
2013-10-03	2246634990560
2013-10-06	367079794876
2013-10-08	36843700135
2013-10-09	8148171837
2013-10-10	3835604519
2013-10-15	246574302660
2013-10-16	37045790122
2013-10-17	136348993332
2013-10-20	37484358540
2013-10-21	58891745510
2013-10-29	5907579814
2013-10-31	4766011429
2013-11-04	32079995008
2013-11-07	404643579
2013-11-11	122335129364
2013-11-12	7104280065
2013-11-14	200876627674
2013-11-15	42528585337
2013-11-18	6459758697
2013-11-20	15053297949
2013-11-21	30716552161
2013-11-22	67503277157
2013-11-25	2273354946
2013-11-26	88106010664
